"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"13607";13607;"2012-07-26";3;1;7;3;0;4;1;1;0,66;0,6212;0,69;0,2239;0;8;8
"13906";13906;"2012-08-07";3;1;8;14;0;2;1;2;0,82;0,7576;0,46;0;76;185;261
"9269";9269;"2012-01-27";1;1;1;2;0;5;1;1;0,42;0,4242;0,94;0,1343;2;11;13
"8587";8587;"2011-12-29";1;0;12;13;0;4;1;2;0,28;0,2879;0,52;0,1045;36;95;131
"4829";4829;"2011-07-25";3;0;7;2;0;1;1;2;0,74;0,7121;0,79;0,0896;3;3;6
"1286";1286;"2011-02-26";1;0;2;17;0;6;0;1;0,36;0,3485;0,43;0,2239;53;130;183
"3495";3495;"2011-05-30";2;0;5;12;1;1;0;1;0,86;0,803;0,47;0,1045;179;187;366
"6996";6996;"2011-10-24";4;0;10;2;0;1;1;1;0,4;0,4091;0,87;0,1045;1;6;7
"4964";4964;"2011-07-30";3;0;7;17;0;6;0;1;0,9;0,7879;0,29;0,1045;93;209;302
"13411";13411;"2012-07-17";3;1;7;23;0;2;1;1;0,78;0,7424;0,59;0,194;22;139;161
"8773";8773;"2012-01-06";1;1;1;8;0;5;1;1;0,24;0,2424;0,7;0,1343;11;436;447
"11285";11285;"2012-04-20";2;1;4;9;0;5;1;1;0,46;0,4545;0,88;0,0896;30;329;359
"435";435;"2011-01-20";1;0;1;3;0;4;1;1;0,26;0,2576;0,56;0,1642;0;1;1
"5033";5033;"2011-08-02";3;0;8;14;0;2;1;1;0,9;0,7727;0,25;0,2836;45;114;159
"815";815;"2011-02-06";1;0;2;9;0;0;0;1;0,28;0,2879;0,56;0,1045;7;38;45
"9006";9006;"2012-01-16";1;1;1;2;1;1;0;1;0,14;0,2121;0,46;0;3;14;17
"3137";3137;"2011-05-15";2;0;5;14;0;0;0;1;0,64;0,6061;0,73;0,194;183;254;437
"15015";15015;"2012-09-22";3;1;9;19;0;6;0;1;0,7;0,6515;0,58;0,194;99;308;407
"16805";16805;"2012-12-07";4;1;12;23;0;5;1;2;0,36;0,3636;0,93;0,0896;6;116;122
"2791";2791;"2011-05-01";2;0;5;4;0;0;0;1;0,4;0,4091;0,76;0,1045;6;11;17
"12390";12390;"2012-06-05";2;1;6;10;0;2;1;2;0,52;0,5;0,63;0,2985;58;118;176
"7242";7242;"2011-11-03";4;0;11;8;0;4;1;2;0,34;0,3485;0,81;0,0896;8;394;402
"617";617;"2011-01-28";1;0;1;22;0;5;1;1;0,24;0,2121;0,65;0,3582;0;26;26
"4510";4510;"2011-07-11";3;0;7;19;0;1;1;1;0,84;0,8333;0,59;0,3284;80;293;373
"12909";12909;"2012-06-27";3;1;6;1;0;3;1;1;0,6;0,6212;0,43;0,1642;5;18;23
"4797";4797;"2011-07-23";3;0;7;18;0;6;0;1;0,92;0,8788;0,4;0,2239;62;134;196
"6230";6230;"2011-09-22";3;0;9;3;0;4;1;2;0,6;0,5152;0,94;0,0896;5;7;12
"16133";16133;"2012-11-09";4;1;11;22;0;5;1;1;0,34;0,3485;0,71;0,1045;17;146;163
"12614";12614;"2012-06-14";2;1;6;18;0;4;1;1;0,74;0,6667;0,42;0,194;107;716;823
"11507";11507;"2012-04-29";2;1;4;15;0;0;0;1;0,56;0,5303;0,37;0,1343;279;324;603
"14382";14382;"2012-08-27";3;1;8;10;0;1;1;1;0,72;0,697;0,74;0,1343;63;143;206
"12594";12594;"2012-06-13";2;1;6;22;0;3;1;1;0,62;0,6212;0,5;0,2985;29;209;238
"13029";13029;"2012-07-02";3;1;7;1;0;1;1;2;0,76;0,7121;0,58;0,194;3;14;17
"9689";9689;"2012-02-13";1;1;2;15;0;1;1;1;0,36;0,3485;0,27;0,1343;10;145;155
"5209";5209;"2011-08-09";3;0;8;22;0;2;1;1;0,78;0,697;0,46;0,2985;28;127;155
"10880";10880;"2012-04-03";2;1;4;11;0;2;1;1;0,48;0,4697;0,23;0;91;167;258
"6518";6518;"2011-10-04";4;0;10;3;0;2;1;1;0,4;0,4091;0,82;0,1045;3;3;6
"11268";11268;"2012-04-19";2;1;4;16;0;4;1;1;0,62;0,6212;0,41;0,1045;63;324;387
"6242";6242;"2011-09-22";3;0;9;15;0;4;1;2;0,68;0,6364;0,79;0,1642;32;149;181
"9702";9702;"2012-02-14";1;1;2;4;0;2;1;2;0,26;0,2727;0,65;0,1045;0;2;2
"12153";12153;"2012-05-26";2;1;5;13;0;6;0;1;0,76;0,7273;0,66;0,194;265;274;539
"7517";7517;"2011-11-14";4;0;11;19;0;1;1;1;0,6;0,6212;0,53;0,2985;28;274;302
"3788";3788;"2011-06-11";2;0;6;17;0;6;0;2;0,74;0,6818;0,58;0,1642;147;190;337
"1532";1532;"2011-03-09";1;0;3;4;0;3;1;1;0,24;0,2576;0,75;0,1045;0;2;2
"9508";9508;"2012-02-06";1;1;2;1;0;1;1;1;0,22;0,2576;0,75;0,0896;0;6;6
"16218";16218;"2012-11-13";4;1;11;11;0;2;1;1;0,32;0,303;0,7;0,2537;22;133;155
"882";882;"2011-02-09";1;0;2;5;0;3;1;1;0,06;0,1061;0,45;0,1045;0;7;7
"9358";9358;"2012-01-30";1;1;1;19;0;1;1;1;0,3;0,3182;0,45;0,1045;8;298;306
"10072";10072;"2012-02-29";1;1;2;17;0;3;1;2;0,4;0,4091;0,87;0,1642;7;246;253
"9671";9671;"2012-02-12";1;1;2;21;0;0;0;1;0,14;0,1212;0,43;0,2985;0;36;36
"14154";14154;"2012-08-17";3;1;8;22;0;5;1;3;0,66;0,2424;0,83;0,194;43;170;213
"10779";10779;"2012-03-30";2;1;3;5;0;5;1;1;0,32;0,3333;0,61;0,0896;0;26;26
"12333";12333;"2012-06-03";2;1;6;1;0;0;0;1;0,54;0,5152;0,56;0,1343;21;100;121
"7306";7306;"2011-11-06";4;0;11;0;0;0;0;1;0,28;0,3182;0,75;0;10;65;75
"5052";5052;"2011-08-03";3;0;8;9;0;3;1;2;0,74;0,6818;0,55;0,194;23;172;195
"7316";7316;"2011-11-06";4;0;11;10;0;0;0;1;0,36;0,3636;0,66;0,0896;76;186;262
"16694";16694;"2012-12-03";4;1;12;8;0;1;1;1;0,36;0,3788;0,93;0;19;712;731
"14960";14960;"2012-09-20";3;1;9;12;0;4;1;1;0,62;0,6212;0,43;0,1343;57;233;290
"2217";2217;"2011-04-07";2;0;4;5;0;4;1;1;0,34;0,3182;0,76;0,2239;0;6;6
"15369";15369;"2012-10-07";4;1;10;13;0;0;0;2;0,44;0,4394;0,72;0,0896;80;240;320
"10347";10347;"2012-03-12";1;1;3;5;0;1;1;1;0,34;0,3333;0,61;0,194;1;15;16
"2072";2072;"2011-04-01";2;0;4;4;0;5;1;2;0,24;0,2273;0,93;0,2537;0;3;3
"14142";14142;"2012-08-17";3;1;8;10;0;5;1;1;0,74;0,2424;0,55;0,1642;82;149;231
"7614";7614;"2011-11-18";4;0;11;20;0;5;1;1;0,28;0,2727;0,48;0,194;8;129;137
"1723";1723;"2011-03-17";1;0;3;10;0;4;1;1;0,44;0,4394;0,54;0,3284;9;69;78
"16739";16739;"2012-12-05";4;1;12;5;0;3;1;1;0,5;0,4848;0,59;0,2836;1;48;49
"10004";10004;"2012-02-26";1;1;2;20;0;0;0;1;0,32;0,3182;0,42;0,1642;9;79;88
"4418";4418;"2011-07-07";3;0;7;23;0;4;1;1;0,72;0,6818;0,66;0;31;98;129
"3412";3412;"2011-05-27";2;0;5;1;0;5;1;1;0,7;0,6515;0,58;0,2985;14;36;50
"2165";2165;"2011-04-05";2;0;4;1;0;2;1;3;0,62;0,6212;0,57;0,4179;10;5;15
"5694";5694;"2011-08-30";3;0;8;16;0;2;1;1;0,74;0,6515;0,37;0,1642;42;295;337
"13665";13665;"2012-07-28";3;1;7;13;0;6;0;1;0,86;0,7879;0,41;0,2836;173;325;498
"11508";11508;"2012-04-29";2;1;4;16;0;0;0;1;0,6;0,6061;0,28;0,194;240;347;587
"10490";10490;"2012-03-18";1;1;3;4;0;0;0;2;0,42;0,4242;0,94;0,1642;6;8;14
"8536";8536;"2011-12-27";1;0;12;9;0;2;1;3;0,32;0,3333;0,66;0,1045;19;85;104
"7973";7973;"2011-12-03";4;0;12;20;0;6;0;1;0,3;0,3182;0,61;0,0896;17;110;127
"3190";3190;"2011-05-17";2;0;5;19;0;2;1;1;0,6;0,5909;0,69;0,2537;51;298;349
"3818";3818;"2011-06-12";2;0;6;23;0;0;0;1;0,64;0,5909;0,78;0,194;33;74;107
"10166";10166;"2012-03-04";1;1;3;15;0;0;0;1;0,36;0,3182;0,32;0,5224;82;252;334
"12860";12860;"2012-06-25";3;1;6;0;0;1;1;1;0,72;0,6818;0,62;0,2537;31;37;68
"6194";6194;"2011-09-20";3;0;9;15;0;2;1;2;0,62;0,5909;0,78;0,1045;34;158;192
"15204";15204;"2012-09-30";4;1;9;16;0;0;0;1;0,64;0,6212;0,36;0,2239;202;446;648
"7981";7981;"2011-12-04";4;0;12;4;0;0;0;1;0,26;0,303;0,87;0;2;9;11
"14755";14755;"2012-09-11";3;1;9;23;0;2;1;1;0,54;0,5152;0,68;0,1045;18;91;109
"4810";4810;"2011-07-24";3;0;7;7;0;0;0;1;0,8;0,7727;0,59;0,1343;6;29;35
"5855";5855;"2011-09-06";3;0;9;10;0;2;1;3;0,54;0,5152;0,83;0,3582;16;90;106
"13976";13976;"2012-08-10";3;1;8;12;0;5;1;2;0,74;0,697;0,66;0,3582;75;240;315
"6361";6361;"2011-09-27";4;0;9;14;0;2;1;2;0,68;0,6364;0,79;0,1045;29;123;152
"10029";10029;"2012-02-27";1;1;2;21;0;1;1;1;0,46;0,4545;0,36;0,2836;14;181;195
"16450";16450;"2012-11-23";4;1;11;3;0;5;1;1;0,26;0,303;0,7;0;1;0;1
"15855";15855;"2012-10-27";4;1;10;19;0;6;0;2;0,52;0,5;0,72;0,2239;67;233;300
"4862";4862;"2011-07-26";3;0;7;11;0;2;1;1;0,82;0,7121;0,3;0;49;102;151
"12357";12357;"2012-06-04";2;1;6;1;0;1;1;3;0,56;0,5303;0,6;0,1642;4;10;14
"100";100;"2011-01-05";1;0;1;8;0;3;1;1;0,2;0,1818;0,4;0,2985;3;192;195
"2609";2609;"2011-04-23";2;0;4;14;0;6;0;1;0,58;0,5455;0,78;0,3582;182;209;391
"2955";2955;"2011-05-08";2;0;5;0;0;0;0;2;0,5;0,4848;0,59;0,1045;22;78;100
"10654";10654;"2012-03-25";2;1;3;0;0;0;0;2;0,44;0,4394;0,94;0,2836;18;62;80
"12020";12020;"2012-05-21";2;1;5;0;0;1;1;3;0,58;0,5455;0,88;0,2985;12;28;40
"8370";8370;"2011-12-20";4;0;12;9;0;2;1;2;0,36;0,3788;0,66;0;14;245;259
"16744";16744;"2012-12-05";4;1;12;10;0;3;1;2;0,44;0,4394;0,47;0,3582;14;127;141
"16222";16222;"2012-11-13";4;1;11;15;0;2;1;1;0,4;0,4091;0,4;0,2985;33;184;217
"97";97;"2011-01-05";1;0;1;5;0;3;1;1;0,22;0,2273;0,47;0,1642;0;3;3
"10124";10124;"2012-03-02";1;1;3;21;0;5;1;3;0,36;0,3636;0,87;0,0896;2;99;101
"10889";10889;"2012-04-03";2;1;4;20;0;2;1;1;0,56;0,5303;0,24;0,1343;54;325;379
"8284";8284;"2011-12-16";4;0;12;19;0;5;1;2;0,32;0,303;0,45;0,2239;11;203;214
"13852";13852;"2012-08-05";3;1;8;8;0;0;0;1;0,76;0,7273;0,66;0,3284;27;81;108
"10460";10460;"2012-03-16";1;1;3;22;0;5;1;2;0,44;0,4394;0,94;0;16;132;148
"3363";3363;"2011-05-25";2;0;5;0;0;3;1;3;0,6;0,5606;0,83;0,2239;3;32;35
"2810";2810;"2011-05-01";2;0;5;23;0;0;0;1;0,46;0,4545;0,77;0,194;64;82;146
"11380";11380;"2012-04-24";2;1;4;8;0;2;1;1;0,34;0,3182;0,61;0,2537;12;599;611
"16925";16925;"2012-12-12";4;1;12;23;0;3;1;2;0,28;0,2727;0,56;0,2239;3;76;79
"1722";1722;"2011-03-17";1;0;3;9;0;4;1;1;0,4;0,4091;0,62;0,2537;23;162;185
"11776";11776;"2012-05-10";2;1;5;20;0;4;1;1;0,52;0,5;0,4;0,3284;59;315;374
"8267";8267;"2011-12-16";4;0;12;2;0;5;1;1;0,48;0,4697;0,77;0,1045;0;23;23
"1199";1199;"2011-02-22";1;0;2;23;0;2;1;1;0,16;0,1515;0,43;0,2537;3;18;21
"7410";7410;"2011-11-10";4;0;11;8;0;4;1;2;0,4;0,4091;0,94;0,0896;18;418;436
"9372";9372;"2012-01-31";1;1;1;9;0;2;1;1;0,3;0,2879;0,52;0,194;30;231;261
"2838";2838;"2011-05-03";2;0;5;3;0;2;1;1;0,54;0,5152;0,83;0,2836;0;2;2
"5977";5977;"2011-09-11";3;0;9;13;0;0;0;1;0,74;0,6818;0,58;0,1045;119;231;350
"1190";1190;"2011-02-22";1;0;2;14;0;2;1;1;0,22;0,2273;0,55;0,194;9;49;58
"15163";15163;"2012-09-28";4;1;9;23;0;5;1;2;0,56;0,5303;0,56;0,194;26;164;190
"2519";2519;"2011-04-19";2;0;4;20;0;2;1;2;0,5;0,4848;0,72;0,2239;20;148;168
"12536";12536;"2012-06-11";2;1;6;12;0;1;1;2;0,8;0,7273;0,43;0,194;63;198;261
"9080";9080;"2012-01-19";1;1;1;5;0;4;1;1;0,12;0,1212;0,55;0,2537;0;19;19
"3023";3023;"2011-05-10";2;0;5;20;0;2;1;1;0,54;0,5152;0,6;0,1343;50;241;291
"8772";8772;"2012-01-06";1;1;1;7;0;5;1;2;0,24;0,2879;0,65;0;4;201;205
"310";310;"2011-01-14";1;0;1;9;0;5;1;1;0,14;0,1515;0,69;0,1343;0;117;117
"13048";13048;"2012-07-02";3;1;7;20;0;1;1;1;0,78;0,697;0,43;0,1343;38;357;395
"3789";3789;"2011-06-11";2;0;6;18;0;6;0;2;0,72;0,6818;0,62;0,1343;131;155;286
"3173";3173;"2011-05-17";2;0;5;2;0;2;1;3;0,56;0,5303;0,88;0;4;4;8
"1165";1165;"2011-02-21";1;0;2;7;1;1;0;2;0,42;0,4242;0,26;0,2836;3;16;19
"12741";12741;"2012-06-20";2;1;6;1;0;3;1;1;0,68;0,6364;0,79;0,194;7;20;27
"15927";15927;"2012-11-01";4;1;11;7;0;4;1;2;0,36;0,3485;0,57;0,1642;6;414;420
"2513";2513;"2011-04-19";2;0;4;14;0;2;1;2;0,54;0,5152;0,64;0,194;19;88;107
"4907";4907;"2011-07-28";3;0;7;8;0;4;1;1;0,74;0,697;0,66;0,1642;47;409;456
"10496";10496;"2012-03-18";1;1;3;10;0;0;0;2;0,42;0,4242;0,88;0,1045;139;212;351
"9888";9888;"2012-02-22";1;1;2;0;0;3;1;1;0,32;0,303;0,66;0,2239;5;19;24
"1184";1184;"2011-02-22";1;0;2;8;0;2;1;2;0,12;0,1212;0,8;0,2537;7;107;114
"14212";14212;"2012-08-20";3;1;8;8;0;1;1;2;0,62;0,5909;0,73;0,1045;37;618;655
"3009";3009;"2011-05-10";2;0;5;6;0;2;1;1;0,42;0,4242;0,67;0,1343;9;103;112
"4458";4458;"2011-07-09";3;0;7;15;0;6;0;1;0,84;0,7273;0,34;0,0896;182;220;402
"4646";4646;"2011-07-17";3;0;7;11;0;0;0;1;0,76;0,697;0,55;0,2836;147;244;391
"16522";16522;"2012-11-26";4;1;11;3;0;1;1;1;0,2;0,2576;0,69;0;1;4;5
"15752";15752;"2012-10-23";4;1;10;12;0;2;1;2;0,62;0,6212;0,46;0,0896;80;298;378
"15457";15457;"2012-10-11";4;1;10;5;0;4;1;1;0,36;0,3485;0,5;0,1642;0;42;42
"14647";14647;"2012-09-07";3;1;9;11;0;5;1;1;0,76;0,7121;0,62;0,1343;81;215;296
"14775";14775;"2012-09-12";3;1;9;19;0;3;1;1;0,64;0,6212;0,5;0,194;78;557;635
"11211";11211;"2012-04-17";2;1;4;7;0;2;1;1;0,6;0,6212;0,43;0,2537;18;443;461
"1473";1473;"2011-03-06";1;0;3;16;0;0;0;3;0,36;0,3333;1;0,2836;3;8;11
"9286";9286;"2012-01-27";1;1;1;19;0;5;1;1;0,36;0,3333;0,5;0,3881;10;241;251
"16104";16104;"2012-11-08";4;1;11;17;0;4;1;1;0,4;0,4091;0,2;0,2985;36;556;592
"16258";16258;"2012-11-15";4;1;11;3;0;4;1;2;0,26;0,2879;0,7;0,0896;0;2;2
"5777";5777;"2011-09-03";3;0;9;3;0;6;0;1;0,62;0,5909;0,73;0,1642;17;18;35
"548";548;"2011-01-24";1;0;1;23;0;1;1;2;0,16;0,1515;0,64;0,2537;3;21;24
"3845";3845;"2011-06-14";2;0;6;2;0;2;1;1;0,6;0,6212;0,49;0,2836;2;8;10
"1452";1452;"2011-03-05";1;0;3;18;0;6;0;2;0,48;0,4697;0,59;0,3284;37;115;152
"16631";16631;"2012-11-30";4;1;11;17;0;5;1;1;0,36;0,3485;0,5;0,194;31;551;582
"8015";8015;"2011-12-05";4;0;12;14;0;1;1;2;0,46;0,4545;0,67;0;7;126;133
"1435";1435;"2011-03-05";1;0;3;1;0;6;0;2;0,3;0,3182;0,81;0,1045;5;20;25
"5562";5562;"2011-08-24";3;0;8;15;0;3;1;1;0,76;0,6818;0,48;0,4478;63;141;204
"16460";16460;"2012-11-23";4;1;11;13;0;5;1;1;0,46;0,4545;0,38;0,2836;224;200;424
"6373";6373;"2011-09-28";4;0;9;2;0;3;1;1;0,6;0,5455;0,88;0,2537;0;9;9
"16634";16634;"2012-11-30";4;1;11;20;0;5;1;1;0,32;0,3485;0,66;0;12;233;245
"13247";13247;"2012-07-11";3;1;7;3;0;3;1;1;0,64;0,5758;0,89;0,1343;0;5;5
"373";373;"2011-01-17";1;0;1;0;1;1;0;2;0,2;0,197;0,47;0,2239;1;16;17
"3932";3932;"2011-06-17";2;0;6;17;0;5;1;3;0,76;0,6818;0,4;0,194;85;467;552
"12978";12978;"2012-06-29";3;1;6;22;0;5;1;3;0,82;0,8333;0,63;0,194;34;129;163
"5794";5794;"2011-09-03";3;0;9;20;0;6;0;1;0,7;0,6667;0,79;0,1642;99;120;219
"4147";4147;"2011-06-26";3;0;6;16;0;0;0;1;0,74;0,6667;0,42;0,194;177;278;455
"2928";2928;"2011-05-06";2;0;5;21;0;5;1;1;0,48;0,4697;0,67;0,1343;22;130;152
"12134";12134;"2012-05-25";2;1;5;18;0;5;1;1;0,76;0,7121;0,62;0,194;131;391;522
"6923";6923;"2011-10-21";4;0;10;1;0;5;1;1;0,4;0,4091;0,62;0,2239;7;19;26
"13172";13172;"2012-07-08";3;1;7;0;0;0;0;1;0,82;0,7879;0,56;0,1343;22;125;147
"165";165;"2011-01-08";1;0;1;3;0;6;0;3;0,18;0,197;0,55;0,1642;0;7;7
"16096";16096;"2012-11-08";4;1;11;9;0;4;1;1;0,32;0,2879;0,31;0,3582;22;253;275
"16568";16568;"2012-11-28";4;1;11;1;0;3;1;2;0,26;0,2576;0,75;0,2239;0;12;12
"9664";9664;"2012-02-12";1;1;2;14;0;0;0;1;0,16;0,1212;0,4;0,5224;9;102;111
"9540";9540;"2012-02-07";1;1;2;10;0;2;1;1;0,34;0,3333;0,46;0,1642;12;104;116
"15690";15690;"2012-10-20";4;1;10;22;0;6;0;1;0,44;0,4394;0,51;0,1045;47;155;202
"10955";10955;"2012-04-06";2;1;4;14;0;5;1;1;0,48;0,4697;0,29;0,3881;240;250;490
"4672";4672;"2011-07-18";3;0;7;13;0;1;1;1;0,82;0,7879;0,56;0,2537;27;125;152
"13812";13812;"2012-08-03";3;1;8;16;0;5;1;2;0,86;0,7879;0,41;0,2239;112;380;492
"1775";1775;"2011-03-19";1;0;3;15;0;6;0;1;0,5;0,4848;0,29;0,4179;170;143;313
"5858";5858;"2011-09-06";3;0;9;13;0;2;1;3;0,54;0,5152;0,88;0,2985;5;24;29
"3830";3830;"2011-06-13";2;0;6;11;0;1;1;1;0,66;0,6212;0,41;0,2985;53;106;159
"15019";15019;"2012-09-22";3;1;9;23;0;6;0;1;0,62;0,6212;0,5;0,194;34;137;171
"10326";10326;"2012-03-11";1;1;3;8;0;0;0;1;0,22;0,2273;0,69;0,1343;4;68;72
"8780";8780;"2012-01-06";1;1;1;15;0;5;1;1;0,52;0,5;0,27;0,2537;44;178;222
"1772";1772;"2011-03-19";1;0;3;12;0;6;0;1;0,46;0,4545;0,33;0,4179;126;141;267
"11252";11252;"2012-04-19";2;1;4;0;0;4;1;3;0,42;0,4242;0,77;0;5;20;25
"8509";8509;"2011-12-26";1;0;12;6;1;1;0;1;0,32;0,303;0,45;0,2836;0;4;4
"3498";3498;"2011-05-30";2;0;5;15;1;1;0;1;0,88;0,803;0,39;0,2537;132;179;311
"8315";8315;"2011-12-18";4;0;12;2;0;0;0;1;0,22;0,2424;0,55;0,1045;2;39;41
"6539";6539;"2011-10-05";4;0;10;0;0;3;1;1;0,48;0,4697;0,77;0,1343;7;36;43
"5511";5511;"2011-08-22";3;0;8;12;0;1;1;1;0,74;0,6515;0,35;0,3881;54;153;207
"14120";14120;"2012-08-16";3;1;8;12;0;4;1;1;0,8;0,697;0,33;0,1045;96;247;343
"17250";17250;"2012-12-26";1;1;12;14;0;3;1;3;0,22;0,2121;0,93;0,2537;0;20;20
"14704";14704;"2012-09-09";3;1;9;20;0;0;0;1;0,62;0,6212;0,41;0,2836;91;265;356
"16944";16944;"2012-12-13";4;1;12;18;0;4;1;1;0,32;0,3333;0,42;0,1045;20;446;466
"813";813;"2011-02-06";1;0;2;7;0;0;0;1;0,24;0,2424;0,65;0,1642;0;8;8
"9302";9302;"2012-01-28";1;1;1;11;0;6;0;1;0,3;0,303;0,56;0,1343;55;241;296
"8082";8082;"2011-12-08";4;0;12;9;0;4;1;1;0,24;0,2121;0,52;0,3881;7;218;225
"14179";14179;"2012-08-18";3;1;8;23;0;6;0;1;0,64;0,6061;0,65;0,0896;60;175;235
"17107";17107;"2012-12-20";4;1;12;13;0;4;1;2;0,36;0,3485;0,57;0,194;46;171;217
"8318";8318;"2011-12-18";4;0;12;5;0;0;0;1;0,2;0,2273;0,59;0,1045;1;4;5
"3762";3762;"2011-06-10";2;0;6;15;0;5;1;1;0,84;0,7576;0,44;0,1045;49;163;212
"11559";11559;"2012-05-01";2;1;5;19;0;2;1;1;0,7;0,6515;0,54;0,1343;58;429;487
"16033";16033;"2012-11-05";4;1;11;17;0;1;1;1;0,34;0,3182;0,46;0,2239;34;604;638
"6172";6172;"2011-09-19";3;0;9;17;0;1;1;2;0,58;0,5455;0,64;0,1343;85;483;568
"13479";13479;"2012-07-20";3;1;7;19;0;5;1;2;0,64;0,5758;0,83;0,2836;44;358;402
"8441";8441;"2011-12-23";1;0;12;8;0;5;1;1;0,4;0,4091;0,76;0,2537;9;173;182
"6289";6289;"2011-09-24";4;0;9;14;0;6;0;2;0,66;0,6212;0,74;0,1343;164;226;390
"9601";9601;"2012-02-09";1;1;2;23;0;4;1;2;0,3;0,3333;0,52;0;9;75;84
"16308";16308;"2012-11-17";4;1;11;5;0;6;0;1;0,24;0,2424;0,7;0,1642;1;10;11
"10714";10714;"2012-03-27";2;1;3;12;0;2;1;1;0,32;0,3182;0,31;0,1642;34;186;220
"2439";2439;"2011-04-16";2;0;4;12;0;6;0;2;0,46;0,4545;0,88;0,5821;6;26;32
"15454";15454;"2012-10-11";4;1;10;2;0;4;1;1;0,42;0,4242;0,5;0,1343;4;7;11
"8275";8275;"2011-12-16";4;0;12;10;0;5;1;1;0,34;0,303;0,46;0,2985;10;122;132
"13121";13121;"2012-07-05";3;1;7;21;0;4;1;1;0,84;0,7727;0,47;0,194;91;232;323
"2242";2242;"2011-04-08";2;0;4;6;0;5;1;2;0,34;0,3636;0,87;0;2;33;35
"2386";2386;"2011-04-14";2;0;4;7;0;4;1;1;0,38;0,3939;0,66;0;11;182;193
"8995";8995;"2012-01-15";1;1;1;15;0;0;0;1;0,22;0,2273;0,27;0,194;33;173;206
"5006";5006;"2011-08-01";3;0;8;11;0;1;1;1;0,88;0,7727;0,32;0,1642;53;66;119
"5637";5637;"2011-08-28";3;0;8;7;0;0;0;3;0,62;0,5758;0,83;0,3582;0;1;1
"15263";15263;"2012-10-03";4;1;10;3;0;3;1;2;0,6;0,5152;0,94;0;0;7;7
"6092";6092;"2011-09-16";3;0;9;9;0;5;1;1;0,46;0,4545;0,55;0,2537;21;189;210
"4688";4688;"2011-07-19";3;0;7;5;0;2;1;2;0,7;0,6667;0,74;0,1045;0;19;19
"5282";5282;"2011-08-12";3;0;8;23;0;5;1;1;0,68;0,6364;0,51;0;51;100;151
"11355";11355;"2012-04-23";2;1;4;7;0;1;1;3;0,3;0,2879;0,81;0,2537;1;206;207
"5724";5724;"2011-08-31";3;0;8;22;0;3;1;1;0,64;0,6061;0,69;0;20;137;157
"17050";17050;"2012-12-18";4;1;12;4;0;2;1;1;0,42;0,4242;0,82;0,1642;3;5;8
"696";696;"2011-02-01";1;0;2;8;0;2;1;3;0,16;0,2273;0,93;0;3;132;135
"15097";15097;"2012-09-26";4;1;9;5;0;3;1;1;0,56;0,5303;0,73;0,2239;1;35;36
"4351";4351;"2011-07-05";3;0;7;4;0;2;1;1;0,66;0,6212;0,69;0,1642;1;4;5
"11540";11540;"2012-05-01";2;1;5;0;0;2;1;2;0,5;0,4848;0,59;0,194;7;28;35
"1140";1140;"2011-02-20";1;0;2;6;0;0;0;1;0,2;0,1818;0,47;0,2985;1;1;2
"3321";3321;"2011-05-23";2;0;5;6;0;1;1;2;0,54;0,5152;1;0;4;92;96
"3915";3915;"2011-06-17";2;0;6;0;0;5;1;1;0,56;0,5303;0,88;0,0896;3;21;24
"2724";2724;"2011-04-28";2;0;4;9;0;4;1;3;0,62;0,5606;0,88;0,3284;18;165;183
"1110";1110;"2011-02-18";1;0;2;23;0;5;1;1;0,52;0,5;0,08;0,2836;16;61;77
"17366";17366;"2012-12-31";1;1;12;10;0;1;1;2;0,2;0,2121;0,69;0,1343;33;87;120
"15205";15205;"2012-09-30";4;1;9;17;0;0;0;1;0,62;0,6212;0,35;0,2836;195;380;575
"12643";12643;"2012-06-15";2;1;6;23;0;5;1;1;0,62;0,6212;0,53;0,2537;46;176;222
"3208";3208;"2011-05-18";2;0;5;13;0;3;1;2;0,56;0,5303;0,83;0,3284;30;92;122
"10048";10048;"2012-02-28";1;1;2;16;0;2;1;1;0,42;0,4242;0,28;0,0896;17;270;287
"447";447;"2011-01-20";1;0;1;15;0;4;1;2;0,32;0,3182;0,45;0,194;8;62;70
"12883";12883;"2012-06-25";3;1;6;23;0;1;1;1;0,64;0,6212;0,33;0,3284;15;88;103
"4718";4718;"2011-07-20";3;0;7;11;0;3;1;1;0,8;0,7879;0,63;0,0896;26;116;142
"3320";3320;"2011-05-23";2;0;5;5;0;1;1;2;0,54;0,5152;0,94;0;0;11;11
"10286";10286;"2012-03-09";1;1;3;15;0;5;1;1;0,46;0,4545;0,24;0,2537;50;188;238
"14460";14460;"2012-08-30";3;1;8;16;0;4;1;1;0,8;0,7273;0,43;0,1642;77;405;482
"12376";12376;"2012-06-04";2;1;6;20;0;1;1;1;0,6;0,6212;0,4;0,3582;71;390;461
"14270";14270;"2012-08-22";3;1;8;18;0;3;1;3;0,66;0,6212;0,61;0,2239;91;592;683
"1020";1020;"2011-02-15";1;0;2;4;0;2;1;1;0,22;0,1818;0,37;0,5224;0;1;1
"1041";1041;"2011-02-16";1;0;2;1;0;3;1;1;0,2;0,2273;0,44;0,0896;0;9;9
"2345";2345;"2011-04-12";2;0;4;14;0;2;1;2;0,5;0,4848;0,82;0,2836;16;28;44
